custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
3703-UBXJNY-S52,4.00,4.00,1.00,58.00,5.00,June,17.00,4.00,2.00,0.00,8.00,3.00,0.00,62.00,4.13,3.00,13.10,4.61,1.53,3.52,1.26,0.00,4.00,0.00,-1.00,-1.00,3.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,30.00,5.00,3.00,1.00,1.00,29.50,2.00,0.00,0.00,1.00,1.00,31.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,4.00,3.00,0.00,0.00,1.00,4.00,2.00,3.00,1.00,11.00,4.00,1.00,2.00,1.00,0.00,4.00,2.00,5.00,170.19,10.00,231.81,0.00,2.00,24.00,1.00,15.45,2.74,372.20,5.92,0.00,0.00,#NULL!,0.00,#NULL!,1.00,33.15,3.50,773.55,6.65,1.00,7.25,1.98,200.00,5.30,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,21.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
7201-ZMDCOO-6Z7,4.00,5.00,1.00,49.00,4.00,January,18.00,4.00,6.00,0.00,10.00,3.00,0.00,87.00,4.47,4.00,4.70,1.35,0.30,2.74,1.01,0.00,5.00,1.00,16.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,18.00,4.00,2.00,1.00,0.00,44.90,3.00,0.00,0.00,1.00,1.00,27.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,9.00,6.00,1.00,0.00,0.00,1.00,2.00,2.00,0.00,26.00,5.00,2.00,2.00,3.00,0.00,19.00,5.00,11.00,553.03,4.00,175.56,1.00,3.00,52.00,0.00,15.70,2.75,708.20,6.56,0.00,0.00,#NULL!,0.00,#NULL!,1.00,27.05,3.30,1323.40,7.19,1.00,10.50,2.35,565.00,6.34,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,24.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
9791-NHIEQI-ZAB,2.00,1.00,0.00,36.00,4.00,April,7.00,1.00,1.00,0.00,10.00,3.00,0.00,34.00,3.53,2.00,8.10,1.34,0.29,1.42,0.35,1.00,3.00,0.00,-1.00,-1.00,1.00,7.00,1.00,0.00,2.00,0.00,0.00,0.00,4.00,0.00,2.00,13.00,3.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,3.00,2.00,24.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,1.00,3.00,2.00,1.00,1.00,16.00,5.00,2.00,4.00,4.00,0.00,12.00,4.00,17.00,756.78,5.00,198.19,0.00,3.00,15.00,0.00,3.15,1.15,44.10,3.79,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,10.00,2.30,135.00,4.91,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,23.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1942-HUBTKT-AMJ,5.00,5.00,0.00,60.00,5.00,February,17.00,4.00,1.00,0.00,8.00,3.00,0.00,93.00,4.53,4.00,8.20,1.71,0.54,5.92,1.78,0.00,4.00,1.00,17.00,4.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,24.00,4.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,8.00,4.00,16.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,0.00,0.00,1.00,1.00,3.00,2.00,0.00,29.00,5.00,2.00,2.00,1.00,0.00,18.00,5.00,11.00,528.97,7.00,339.74,0.00,2.00,60.00,0.00,17.20,2.84,1045.05,6.95,1.00,30.75,3.43,1898.55,7.55,1.00,47.55,3.86,2873.90,7.96,1.00,15.25,2.72,915.00,6.82,1.00,48.85,3.89,2949.00,7.99,1.00,1.00,0.00,3.00,1.00,1.00,1.00,0.00,1.00,1.00,19.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
9487-HTGRMD-K88,2.00,1.00,0.00,41.00,4.00,January,17.00,4.00,4.00,0.00,16.00,5.00,0.00,50.00,3.91,3.00,5.30,0.93,-0.08,1.72,0.54,0.00,1.00,0.00,-1.00,-1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,12.00,3.00,1.00,1.00,1.00,30.20,2.00,0.00,1.00,1.00,1.00,22.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,1.00,1.00,2.00,4.00,0.00,7.00,3.00,4.00,3.00,1.00,0.00,4.00,2.00,10.00,321.27,9.00,282.71,0.00,2.00,25.00,1.00,6.15,1.82,143.30,4.96,1.00,23.75,3.17,566.75,6.34,1.00,36.00,3.58,829.05,6.72,1.00,62.75,4.14,1465.00,7.29,1.00,44.55,3.80,1103.40,7.01,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0319-KYECRA-S6I,5.00,3.00,0.00,52.00,5.00,June,12.00,2.00,3.00,0.00,16.00,5.00,0.00,62.00,4.13,3.00,8.50,2.69,0.99,2.58,0.95,0.00,4.00,1.00,13.00,2.00,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00,1.00,24.00,4.00,3.00,1.00,1.00,25.10,2.00,0.00,0.00,1.00,1.00,26.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,9.00,3.00,0.00,0.00,1.00,3.00,4.00,2.00,1.00,34.00,5.00,2.00,2.00,4.00,0.00,29.00,5.00,7.00,167.18,4.00,47.83,0.00,2.00,72.00,0.00,32.00,3.47,2284.00,7.73,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,20.50,3.02,1430.00,7.27,0.00,0.00,#NULL!,0.00,#NULL!,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,13.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
1444-EGXRTI-10R,3.00,1.00,0.00,25.00,3.00,June,15.00,3.00,6.00,0.00,3.00,2.00,0.00,34.00,3.53,2.00,14.50,3.34,1.21,1.59,0.46,1.00,1.00,0.00,-1.00,-1.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,2.00,2.00,1.00,0.00,18.50,1.00,0.00,0.00,1.00,1.00,20.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,9.00,7.00,1.00,1.00,0.00,1.00,1.00,4.00,0.00,5.00,2.00,2.00,2.00,3.00,0.00,4.00,2.00,15.00,385.16,5.00,139.47,1.00,1.00,18.00,0.00,3.20,1.16,47.00,3.85,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,18.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
9000-OZEBMH-9HP,5.00,3.00,0.00,50.00,5.00,February,13.00,2.00,3.00,0.00,11.00,4.00,0.00,132.00,4.88,5.00,16.20,8.62,2.15,12.77,2.55,1.00,5.00,1.00,16.00,3.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,21.00,4.00,2.00,1.00,1.00,69.00,3.00,0.00,1.00,1.00,1.00,28.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,1.00,4.00,2.00,2.00,0.00,19.00,5.00,1.00,4.00,4.00,0.00,11.00,4.00,6.00,362.90,5.00,290.84,0.00,3.00,41.00,0.00,10.70,2.37,476.25,6.17,1.00,36.25,3.59,1491.30,7.31,1.00,40.50,3.70,1653.80,7.41,1.00,18.00,2.89,810.00,6.70,1.00,34.50,3.54,1277.65,7.15,1.00,0.00,1.00,2.00,1.00,1.00,1.00,0.00,0.00,1.00,22.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
7328-JGISFG-9S6,3.00,2.00,0.00,69.00,6.00,March,15.00,3.00,3.00,0.00,28.00,5.00,1.00,39.00,3.66,2.00,7.30,0.97,-0.03,1.88,0.63,0.00,4.00,0.00,-1.00,-1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,27.00,5.00,2.00,1.00,0.00,15.00,1.00,1.00,0.00,1.00,1.00,18.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,6.00,1.00,1.00,1.00,1.00,2.00,3.00,0.00,9.00,3.00,4.00,4.00,1.00,1.00,5.00,2.00,9.00,362.40,4.00,186.73,0.00,2.00,27.00,1.00,8.70,2.16,207.75,5.34,0.00,0.00,#NULL!,0.00,#NULL!,1.00,31.50,3.45,862.45,6.76,1.00,11.75,2.46,310.00,5.74,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,19.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00
3237-LZSIGA-9T3,2.00,1.00,0.00,69.00,6.00,October,19.00,4.00,2.00,0.00,2.00,2.00,1.00,9.00,2.20,1.00,5.00,0.24,-1.45,0.21,-1.54,0.00,2.00,1.00,13.00,2.00,2.00,11.00,0.00,1.00,0.00,0.00,2.00,0.00,8.00,0.00,2.00,20.00,4.00,1.00,0.00,1.00,3.30,1.00,0.00,1.00,4.00,3.00,21.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,9.00,1.00,1.00,1.00,1.00,4.00,3.00,4.00,0.00,37.00,5.00,2.00,2.00,3.00,0.00,27.00,5.00,8.00,115.25,0.00,0.00,0.00,1.00,68.00,0.00,21.00,3.04,1415.20,7.26,1.00,37.50,3.62,2546.15,7.84,1.00,38.75,3.66,2539.75,7.84,1.00,38.00,3.64,2625.00,7.87,0.00,0.00,#NULL!,0.00,#NULL!,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
7814-WBTNAB-AVE,5.00,5.00,0.00,24.00,2.00,August,9.00,1.00,1.00,0.00,4.00,2.00,0.00,25.00,3.22,2.00,6.50,0.28,-1.27,1.35,0.30,1.00,4.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,2.00,1.00,0.00,9.40,1.00,0.00,0.00,9.00,4.00,41.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,1.00,2.00,2.00,1.00,5.00,2.00,3.00,3.00,2.00,0.00,2.00,2.00,7.00,196.06,7.00,261.60,0.00,1.00,5.00,0.00,9.15,2.21,48.85,3.89,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2948-EZONZM-3BC,3.00,2.00,1.00,37.00,4.00,November,10.00,1.00,2.00,0.00,6.00,3.00,0.00,43.00,3.76,2.00,1.20,0.18,-1.71,0.33,-1.09,0.00,5.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,3.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,7.00,4.00,13.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,9.00,7.00,1.00,1.00,1.00,5.00,1.00,2.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,4.00,2.00,9.00,100.13,3.00,28.91,0.00,2.00,12.00,0.00,7.05,1.95,89.25,4.49,1.00,25.75,3.25,323.25,5.78,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,24.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
4672-YXVTSJ-JYI,3.00,1.00,0.00,42.00,4.00,April,13.00,2.00,3.00,0.00,10.00,3.00,0.00,66.00,4.19,3.00,17.40,8.38,2.13,3.10,1.13,1.00,1.00,1.00,18.00,4.00,2.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,1.00,3.00,12.00,3.00,3.00,1.00,1.00,38.70,2.00,0.00,0.00,1.00,1.00,27.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,6.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,10.00,3.00,4.00,2.00,2.00,0.00,7.00,3.00,9.00,333.36,7.00,296.38,0.00,3.00,15.00,1.00,7.20,1.97,117.60,4.77,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,14.00,2.64,200.00,5.30,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
9564-ABGIMT-78O,4.00,3.00,0.00,35.00,4.00,June,13.00,2.00,2.00,1.00,3.00,2.00,0.00,35.00,3.56,2.00,12.70,1.34,0.29,3.11,1.13,1.00,2.00,0.00,-1.00,-1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,9.00,3.00,1.00,1.00,0.00,15.90,1.00,0.00,1.00,4.00,3.00,21.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,4.00,1.00,0.00,1.00,3.00,3.00,2.00,1.00,11.00,4.00,1.00,3.00,4.00,0.00,8.00,3.00,7.00,352.35,7.00,407.05,1.00,1.00,24.00,0.00,6.90,1.93,155.20,5.04,1.00,15.25,2.72,335.70,5.82,0.00,0.00,#NULL!,0.00,#NULL!,1.00,16.50,2.80,380.00,5.94,0.00,0.00,#NULL!,0.00,#NULL!,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,21.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
0916-BWPGAE-LLH,4.00,2.00,1.00,36.00,4.00,January,21.00,5.00,6.00,0.00,5.00,2.00,0.00,43.00,3.76,2.00,13.80,1.57,0.45,4.37,1.47,0.00,2.00,1.00,22.00,5.00,5.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,9.00,3.00,3.00,1.00,0.00,19.20,1.00,0.00,0.00,1.00,1.00,25.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,9.00,2.00,0.00,1.00,1.00,3.00,2.00,3.00,0.00,18.00,5.00,2.00,2.00,2.00,0.00,18.00,5.00,12.00,188.33,4.00,103.36,1.00,3.00,55.00,0.00,20.35,3.01,1078.65,6.98,1.00,44.25,3.79,2437.35,7.80,0.00,0.00,#NULL!,0.00,#NULL!,1.00,12.25,2.51,685.00,6.53,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,23.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0777-RCIFPS-HEW,5.00,4.00,0.00,65.00,6.00,October,14.00,2.00,6.00,1.00,23.00,5.00,0.00,66.00,4.19,3.00,16.50,1.36,0.31,9.53,2.25,0.00,4.00,0.00,-1.00,-1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,4.00,4.00,1.00,1.00,28.70,2.00,1.00,0.00,1.00,1.00,24.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,9.00,2.00,0.00,1.00,0.00,1.00,4.00,3.00,1.00,34.00,5.00,4.00,3.00,4.00,0.00,24.00,5.00,6.00,501.46,8.00,415.63,0.00,2.00,66.00,0.00,29.55,3.39,1978.40,7.59,1.00,41.50,3.73,2689.15,7.90,0.00,0.00,#NULL!,0.00,#NULL!,1.00,31.50,3.45,1955.00,7.58,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,21.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2322-VRHDCW-RXP,5.00,5.00,0.00,70.00,6.00,September,14.00,2.00,6.00,0.00,25.00,5.00,1.00,23.00,3.14,1.00,10.60,0.48,-0.73,1.96,0.67,0.00,3.00,1.00,9.00,1.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,18.00,4.00,3.00,1.00,0.00,11.60,1.00,0.00,1.00,1.00,1.00,25.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,9.00,5.00,0.00,0.00,0.00,1.00,2.00,3.00,0.00,10.00,3.00,2.00,4.00,3.00,0.00,16.00,5.00,14.00,511.93,6.00,118.82,1.00,2.00,38.00,0.00,13.80,2.62,498.95,6.21,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,7.00,1.95,280.00,5.63,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,18.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
1677-FFTQYV-GNJ,2.00,5.00,1.00,73.00,6.00,August,16.00,3.00,1.00,0.00,18.00,5.00,1.00,11.00,2.40,1.00,4.20,0.05,-2.91,0.41,-0.90,0.00,5.00,0.00,-1.00,-1.00,1.00,8.00,3.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,35.00,5.00,3.00,0.00,0.00,6.50,1.00,0.00,0.00,1.00,1.00,39.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,6.00,0.00,0.00,1.00,2.00,3.00,2.00,0.00,29.00,5.00,4.00,2.00,1.00,0.00,19.00,5.00,11.00,220.25,4.00,70.00,0.00,2.00,60.00,0.00,11.10,2.41,674.70,6.51,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,16.25,2.79,970.00,6.88,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,25.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9156-VTNKXY-XNC,1.00,1.00,1.00,39.00,4.00,July,14.00,2.00,2.00,0.00,4.00,2.00,0.00,24.00,3.18,1.00,1.00,0.08,-2.51,0.16,-1.84,0.00,2.00,1.00,12.00,2.00,4.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,10.00,3.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,8.00,4.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,2.00,2.00,4.00,0.00,11.00,4.00,5.00,1.00,1.00,1.00,8.00,3.00,8.00,217.77,4.00,63.69,1.00,3.00,29.00,0.00,7.50,2.01,227.25,5.43,0.00,0.00,#NULL!,0.00,#NULL!,1.00,20.50,3.02,544.05,6.30,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,22.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012-RQECJI-6PR,1.00,3.00,1.00,24.00,2.00,June,19.00,4.00,3.00,0.00,0.00,1.00,0.00,92.00,4.52,4.00,14.10,0.77,-0.27,12.21,2.50,0.00,1.00,1.00,16.00,3.00,7.00,7.00,0.00,2.00,2.00,0.00,0.00,0.00,3.00,0.00,2.00,4.00,2.00,3.00,1.00,1.00,44.00,3.00,1.00,0.00,1.00,1.00,23.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,1.00,3.00,3.00,2.00,1.00,6.00,3.00,2.00,3.00,2.00,0.00,6.00,3.00,13.00,323.81,1.00,38.80,1.00,1.00,26.00,0.00,8.80,2.17,201.45,5.31,1.00,30.00,3.40,759.00,6.63,0.00,0.00,#NULL!,0.00,#NULL!,1.00,33.00,3.50,835.00,6.73,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,21.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00
9440-HYZQYW-WCB,2.00,3.00,0.00,25.00,3.00,October,12.00,2.00,2.00,0.00,0.00,1.00,0.00,19.00,2.94,1.00,10.00,0.97,-0.03,0.93,-0.07,0.00,1.00,0.00,-1.00,-1.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,4.00,2.00,2.00,1.00,1.00,8.70,1.00,1.00,0.00,8.00,4.00,34.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,9.00,1.00,1.00,0.00,1.00,2.00,3.00,3.00,1.00,1.00,1.00,5.00,3.00,2.00,1.00,1.00,1.00,0.00,0.00,5.00,97.83,1.00,1.00,1.00,1.00,2.00,0.69,2.00,0.69,1.00,14.75,2.69,14.75,2.69,1.00,24.00,3.18,24.00,3.18,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,33.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
8396-JZZAGP-FB1,4.00,3.00,0.00,59.00,5.00,March,16.00,3.00,3.00,0.00,27.00,5.00,0.00,143.00,4.96,5.00,8.00,1.12,0.11,10.32,2.33,0.00,5.00,0.00,-1.00,-1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,20.00,4.00,4.00,1.00,1.00,58.50,3.00,1.00,0.00,1.00,1.00,23.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,9.00,5.00,0.00,0.00,0.00,2.00,3.00,2.00,0.00,40.00,5.00,4.00,2.00,3.00,0.00,29.00,5.00,19.00,659.59,5.00,176.19,1.00,2.00,72.00,0.00,22.20,3.10,1605.10,7.38,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,18.50,2.92,1315.00,7.18,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
8031-GAIWVT-U3I,4.00,1.00,0.00,23.00,2.00,April,18.00,4.00,1.00,0.00,0.00,1.00,0.00,79.00,4.37,4.00,4.20,0.43,-0.85,2.89,1.06,1.00,1.00,0.00,-1.00,-1.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,42.80,3.00,0.00,0.00,1.00,1.00,21.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,2.00,3.00,4.00,0.00,5.00,2.00,1.00,2.00,4.00,0.00,3.00,2.00,12.00,368.25,5.00,165.85,1.00,3.00,9.00,1.00,3.50,1.25,37.95,3.64,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,3.00,1.00,0.00,1.00,0.00,1.00,1.00,23.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
9389-DIVFAG-BWU,4.00,1.00,0.00,30.00,3.00,November,13.00,2.00,3.00,0.00,9.00,3.00,0.00,50.00,3.91,3.00,22.10,0.75,-0.29,10.30,2.33,1.00,2.00,0.00,-1.00,-1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,2.00,2.00,1.00,1.00,23.90,2.00,1.00,0.00,4.00,3.00,23.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,9.00,6.00,0.00,0.00,0.00,2.00,4.00,1.00,0.00,12.00,4.00,4.00,2.00,3.00,0.00,12.00,4.00,14.00,382.90,3.00,80.31,1.00,1.00,34.00,0.00,9.95,2.30,304.50,5.72,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,22.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
